Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class,Income,Poverty,Unemployment,Employed,creditworthiness_score
114089,0,0.737052589,38,2,0.262703919,5332,8,0,1,0,0,339,iPhone 12,iOS,306,6.1,2267,70,1449,46,Male,4,35854,28.6,7.2,11209,0
1624,0,0,49,0,0.355376308,15000,12,0,2,0,3,193,iPhone 12,iOS,432,7.2,1822,63,1127,59,Female,4,42083,18.3,11.5,9331,0
146564,0,1.044184762,46,2,0.553450609,8867,8,0,1,0,2,453,Samsung Galaxy S21,Android,120,3.3,734,35,583,26,Male,2,49730,14.6,10.4,69940,0
56617,0,0.889425881,37,0,0.191508053,3414,10,0,0,0,1,283,iPhone 12,iOS,386,7.7,2114,72,1209,51,Male,4,56153,11.9,8.1,3546,0
93560,0,0,86,0,0,,4,0,0,0,0,336,OnePlus 9,Android,531,9.8,2905,99,1632,45,Female,5,39858,20.2,11.5,16962,0
59631,0,0.061993801,48,1,0.072484899,4800,5,0,0,0,0,390,Xiaomi Mi 11,Android,119,2.8,775,31,313,50,Female,2,45997,16.6,4.1,3005,1
66080,0,0,40,0,0.26647904,6750,8,0,1,0,0,525,Samsung Galaxy S21,Android,272,5.2,1390,45,792,57,Female,3,43524,20.1,6.2,102944,1
48572,0,0.453093812,27,1,6,,1,0,0,0,0,240,iPhone 12,iOS,573,10.8,2711,96,2118,33,Female,5,61611,12.1,3.6,22567,0
93467,0,0.820090762,52,0,2693,0,9,0,2,0,0,483,iPhone 12,iOS,549,11.1,2851,87,1814,56,Male,5,41813,10.8,4.9,912,0
54177,0,0.270886456,53,0,2014,,4,0,1,0,,659,Xiaomi Mi 11,Android,463,6.8,2358,68,1236,43,Female,4,42880,17.5,10,11418,0
2291,0,0.017845625,54,0,0.511686144,2395,12,0,0,0,0,592,Google Pixel 5,Android,580,11.5,2767,84,2341,36,Female,5,14824,53.6,24.6,6459,0
39282,0,0.9999999,30,0,0,3900,1,0,0,0,1,555,iPhone 12,iOS,387,6.6,2168,61,1246,19,Female,4,49721,10.2,6.1,13973,0
47974,0,0.482797881,52,0,0.104248483,2800,4,0,0,0,1,458,OnePlus 9,Android,234,4.7,1707,55,871,46,Male,3,29931,32.3,9.7,2914,1
93456,1,0.875496409,47,1,0.383301982,6910,7,0,2,0,0,89,Xiaomi Mi 11,Android,137,3.3,839,31,348,34,Female,2,35088,21.7,8.1,9142,1
50340,0,0,24,0,0,1,4,0,0,0,0,660,Xiaomi Mi 11,Android,505,9.6,2464,91,2375,35,Male,5,40197,16.6,6,2794,0
66482,0,0.042065668,60,0,0.333444426,6000,5,0,1,0,0,95,Samsung Galaxy S21,Android,411,7.5,2169,72,1083,58,Male,4,60486,11.3,5.7,6252,1
82386,0,0.416371023,57,0,0.150384962,10000,9,0,0,0,1,452,OnePlus 9,Android,591,11.8,2953,92,1903,52,Male,5,33037,17.9,4.3,3636,1
126223,0,0.669360887,33,1,0.208,2499,4,0,0,0,3,428,OnePlus 9,Android,105,3.8,967,28,489,51,Male,2,46242,13.9,7.6,6809,0
102575,0,0.026544712,59,0,480,,15,0,1,0,0,151,iPhone 12,iOS,523,9.4,2583,92,1539,21,Male,5,37617,21.3,10.1,25095,0
75904,0,0.008297073,61,0,0.252199413,3750,8,0,1,0,0,514,OnePlus 9,Android,110,3.4,975,31,507,57,Female,2,54621,14.6,6.8,45872,1
99697,0,0.945591436,69,0,0.329223592,3000,6,0,1,0,0,376,OnePlus 9,Android,44,1.1,531,17,232,26,Male,1,24537,36.4,11.2,2865,0
30635,0,0.9999999,28,0,0.965574681,1800,4,1,1,0,0,22,OnePlus 9,Android,576,11.6,2803,82,1553,43,Female,5,41093,16.4,9.9,11881,0
58983,0,0,50,0,0.636600739,4600,4,0,1,0,1,313,Google Pixel 5,Android,132,2.9,1054,32,563,20,Male,2,57210,9.9,2.9,3570,1
109871,0,0.033972774,61,1,0.545454545,3200,18,0,1,0,1,519,OnePlus 9,Android,574,8.5,2780,87,1809,34,Female,5,41218,15,8.8,1742,0
77794,0,0.049604997,45,0,0.43225467,3800,8,0,0,0,2,206,Xiaomi Mi 11,Android,301,6.5,2084,71,1421,29,Male,4,26599,32.6,15.7,9477,0
110247,0,0.101011915,41,0,1171,,5,0,1,0,2,375,OnePlus 9,Android,69,1.3,434,12,164,42,Male,1,34295,16.7,9.9,4922,1
118366,0,0.0414876,48,0,0.184191666,9766,6,0,2,0,2,451,Samsung Galaxy S21,Android,179,3.5,1114,30,466,56,Male,2,49919,12.9,7.8,21211,1
123035,1,0.483011326,32,1,0.231345948,2800,8,0,0,0,0,626,OnePlus 9,Android,55,1.8,328,12,196,31,Female,1,75459,8.2,7.9,252016,0
104059,0,0.081681632,64,0,0.089246567,17333,7,0,1,0,0,595,Xiaomi Mi 11,Android,447,6.3,1959,63,1441,48,Male,4,66647,7.9,6.4,8724,1
68534,0,0.131032639,42,0,0.084925959,7900,8,0,0,0,0,179,Xiaomi Mi 11,Android,207,5.7,1582,52,692,38,Male,3,35738,21.3,9.4,17340,1
117356,0,0.314991487,47,0,0.311770944,6600,6,0,1,0,1,210,Google Pixel 5,Android,278,4.6,1385,47,823,40,Female,3,56850,11.6,5,5686,1
82432,0,0.189139584,62,0,0.198121307,19800,11,0,3,0,1,500,iPhone 12,iOS,143,3.6,988,26,504,45,Female,2,41060,18.5,6.6,7186,1
55531,0,0.020730559,72,0,0.135574639,5472,10,0,1,0,0,464,iPhone 12,iOS,290,4.6,1694,50,809,23,Male,3,35030,24,9.3,10342,1
68584,1,0.739409283,42,3,0.714157438,3340,11,3,1,1,4,124,Google Pixel 5,Android,529,8.1,2686,96,1924,35,Male,5,37391,19.5,8.6,6014,0
107837,0,0.266877514,46,0,1.261671877,9916,17,0,5,0,1,113,Google Pixel 5,Android,295,5.1,1483,45,748,27,Female,3,60060,7.6,5.7,7712,1
23164,0,0.14805598,31,0,0.404932511,6000,10,0,1,0,0,12,OnePlus 9,Android,215,5.5,1690,47,641,24,Male,3,46403,13.9,9.7,121642,1
37222,0,0.94376875,53,0,0.260277305,12332,9,0,1,0,0,126,Samsung Galaxy S21,Android,535,11.8,2858,99,2378,50,Male,5,60324,13,5.7,21103,1
129181,0,0.278938053,51,2,0.5496875,3199,16,0,2,0,1,565,Xiaomi Mi 11,Android,290,4.4,1272,55,910,44,Male,3,50304,11.4,8.3,7672,0
99523,0,0.837162837,25,0,0.033143705,4042,2,0,0,0,0,331,Google Pixel 5,Android,233,4.6,1534,49,796,21,Female,3,51000,8.2,0,385,1
8737,0,0.004699883,61,0,1373,,13,0,1,0,0,283,iPhone 12,iOS,386,7.7,2114,72,1209,51,Male,4,35375,26.1,10.9,9821,0
32249,0,0.143767128,37,0,890,,3,0,1,0,0,140,Google Pixel 5,Android,516,11.1,2429,91,1796,53,Male,5,40306,18.6,6.5,4052,1
71550,0,0.429463544,48,1,6723,,24,0,3,0,0,401,Xiaomi Mi 11,Android,522,11.1,2821,86,1891,42,Male,5,49124,15.1,10.4,26785,0
148570,0,0.032665796,31,0,3071,,6,0,3,0,,97,iPhone 12,iOS,550,9.5,2916,91,1946,20,Male,5,48643,9.3,7.2,1942,1
12622,0,0.017871865,63,0,3050.5,1,9,0,2,0,2,517,Xiaomi Mi 11,Android,120,3.8,940,36,535,44,Male,2,56798,12,6.6,31866,1
66486,0,0.105114533,49,0,0.458383182,5850,18,0,2,0,0,569,Google Pixel 5,Android,291,5.3,1537,43,700,49,Female,3,40708,16.5,7.3,8030,1
86435,0,0.25764905,52,0,0.843187661,3500,12,0,1,0,6,69,iPhone 12,iOS,516,10.2,2932,98,1547,31,Male,5,26947,35.6,19.4,11988,0
32484,0,0.191246123,43,0,0.311017998,10500,20,0,2,0,2,118,iPhone 12,iOS,220,5.2,1631,49,909,27,Female,3,43299,18.1,8.7,129161,1
133537,0,0.048007562,34,3,0.259068837,3500,8,0,0,0,2,59,Xiaomi Mi 11,Android,428,7,2306,75,1144,22,Male,4,49973,10.9,8.6,28973,0
7585,0,0.038028618,55,1,0.500141163,7083,19,0,2,0,0,33,Google Pixel 5,Android,278,4.7,1484,55,917,21,Male,3,20504,43,9.7,1967,1
85815,0,0.727574751,49,2,0.026403486,3900,5,0,0,0,0,318,Google Pixel 5,Android,116,2.2,827,29,434,28,Female,2,44423,15.2,6.3,18798,0
106418,0,0.041473847,39,0,0.192684002,11344,6,0,1,0,3,50,OnePlus 9,Android,589,8.7,2736,82,1997,49,Male,5,32380,19.9,9.5,4981,1
27689,0,0.007524812,50,0,0.741275866,8166,7,0,3,0,1,489,Xiaomi Mi 11,Android,416,7.3,1882,62,1333,32,Female,4,44828,18.5,9.8,23242,1
86825,0,0.9999999,38,0,1.162330905,960,4,0,1,0,3,19,Google Pixel 5,Android,81,1.4,558,16,297,26,Female,1,33213,23.6,8.1,23210,1
43489,0,0.043792097,77,0,0.360808709,4500,6,0,2,0,0,197,OnePlus 9,Android,215,4.4,1407,41,991,47,Male,3,43109,22.1,5.1,3894,1
44434,0,0.664335664,27,0,0.116836961,2250,2,0,0,0,1,450,Google Pixel 5,Android,34,1.2,518,10,170,20,Female,1,44485,17.1,10.6,1248,0
120329,0,1.169435216,42,0,0.151291513,8400,2,2,1,0,3,559,Google Pixel 5,Android,361,7.6,2037,65,1056,55,Male,4,38698,18,7,5863,1
44518,0,0.162247449,40,0,940,0,9,0,2,0,0,679,Google Pixel 5,Android,298,4.6,1525,59,814,36,Female,3,52553,15.2,7.7,361948,1
56346,0,0.007993555,67,0,1.039796303,5301,12,0,2,0,1,452,OnePlus 9,Android,591,11.8,2953,92,1903,52,Male,5,42811,14.8,7.7,14386,1
187,1,0.786485406,44,0,0.291709578,3883,7,2,0,2,1,289,OnePlus 9,Android,121,3.7,619,36,473,47,Male,2,42478,17.2,8,8312,1
7833,0,0.286206563,37,0,0.164341518,3583,9,0,0,0,0,141,Xiaomi Mi 11,Android,219,5.2,1510,42,655,50,Female,3,47834,16.6,7.5,13533,1
52417,0,0.068034769,52,0,0.136640911,14753,13,0,1,0,4,84,Xiaomi Mi 11,Android,39,1.8,368,11,105,19,Male,1,45974,17.2,7.7,28650,1
98805,0,0.000277259,48,0,0.400757735,4750,10,0,1,0,2,694,Xiaomi Mi 11,Android,505,8.6,2792,82,1709,31,Male,5,32257,22.4,9.3,4091,1
38143,0,0.050223813,86,0,0.050779688,2500,13,0,0,0,0,391,OnePlus 9,Android,311,7.9,2231,69,1021,36,Male,4,38733,20.9,9.2,39729,0
124695,0,0.011518357,62,0,0.602159753,5833,25,0,1,0,0,591,Samsung Galaxy S21,Android,159,3.7,630,33,575,30,Male,2,39133,19.1,7.3,13351,1
107882,0,0.9999999,49,1,0.020979021,1000,1,0,0,0,0,215,iPhone 12,iOS,152,3.3,1175,29,461,42,Female,2,39231,17.4,3,1358,0
105733,0,0.028047667,65,1,0.177497092,6016,11,0,1,0,0,526,Samsung Galaxy S21,Android,224,4.5,1646,57,665,59,Male,3,46434,15.2,6.1,7848,1
148122,0,0.671909117,59,0,0.217397515,7000,6,0,0,0,0,215,iPhone 12,iOS,152,3.3,1175,29,461,42,Female,2,41121,22.6,8,19554,1
31141,0,0.9999999,40,0,0.009696459,2371,1,0,0,1,0,403,iPhone 12,iOS,411,7.4,1960,71,1264,40,Male,4,38247,26.1,11.7,13466,0
41387,0,0.99995007,38,0,2702,,7,0,2,0,2,128,Google Pixel 5,Android,252,4.2,1439,45,667,50,Female,3,60756,11.2,8.6,201261,1
12926,0,0.002884934,43,0,0.674522407,5600,7,0,1,0,0,477,Google Pixel 5,Android,318,6.6,2089,77,1126,49,Female,4,57265,6.6,3.8,8899,1
100047,0,0.698544239,65,0,0.669685307,4416,12,0,1,0,0,404,Samsung Galaxy S21,Android,566,8.6,2595,89,1657,51,Female,5,36347,22.9,9.4,12922,1
65904,1,0.9999999,54,0,13,,0,0,0,1,0,29,OnePlus 9,Android,452,6.8,2387,77,1456,55,Female,4,44911,18.8,7.9,56780,1
63791,1,0.9999999,45,0,309,,4,1,0,4,0,338,Samsung Galaxy S21,Android,30,1.3,561,15,252,34,Male,1,37665,20.1,12.3,28510,1
75072,0,0.386827883,47,0,0.908697101,3000,9,0,1,0,0,361,Samsung Galaxy S21,Android,517,11.8,2435,86,2208,26,Male,5,42197,21.4,10.5,58449,0
83434,0,0.279385918,60,0,0.780869855,6000,22,0,3,0,1,569,Google Pixel 5,Android,291,5.3,1537,43,700,49,Female,3,50400,15.3,4.3,4140,1
115238,0,0.00916604,56,0,0.195121951,3156,25,0,2,0,0,392,OnePlus 9,Android,337,6.1,1901,76,1359,58,Male,4,66845,7.4,1.8,1721,0
17800,0,0.9999999,53,0,0.533373331,6666,8,0,3,0,0,218,OnePlus 9,Android,555,9.5,2855,95,1565,24,Male,5,53456,16,0.3,583,1
50992,1,0.9999999,58,1,0.483589088,4691,6,2,1,3,0,574,Samsung Galaxy S21,Android,537,9.1,2858,86,2158,22,Male,5,38319,20.9,7.6,7409,0
62707,0,0.40706611,49,0,0.74325135,5000,20,0,2,0,3,669,iPhone 12,iOS,170,2.4,1039,38,334,23,Male,2,51857,16.8,9.5,12176,1
51116,0,0.45604945,31,0,0.018946571,7916,3,0,0,0,0,202,iPhone 12,iOS,127,3.7,1153,35,314,37,Female,2,53754,13.6,7.1,132283,1
9752,0,0.098039216,41,0,0.246625562,6000,6,0,1,0,3,17,OnePlus 9,Android,132,3.6,628,32,344,47,Female,2,35080,21.3,14.7,9079,1
126362,1,1.111296235,40,2,0.553899291,5500,5,2,1,1,1,322,Google Pixel 5,Android,274,6,1489,56,666,57,Female,3,56484,13.8,3.9,2078,1
77275,0,0.040454831,53,0,1496,,7,0,1,0,0,518,iPhone 12,iOS,64,1.2,592,19,218,25,Male,1,52169,8.8,1.1,1211,1
35385,0,0.006825298,51,0,0.148077448,7333,7,0,1,0,0,570,Google Pixel 5,Android,404,6.6,2181,77,1327,18,Male,4,39390,20.2,5.7,4194,1
1971,0,0.159244895,50,0,0.410598234,6000,5,0,1,0,0,325,iPhone 12,iOS,445,7.5,2007,78,1115,23,Male,4,35568,17.7,18.1,2511,0
46118,0,0.21826081,51,0,0.285255266,2800,10,0,0,0,3,412,Xiaomi Mi 11,Android,575,8.2,2918,88,1928,50,Male,5,43860,17.6,7,15686,0
48077,0,0.034348139,82,0,0.00579884,5000,4,0,0,0,0,318,Google Pixel 5,Android,116,2.2,827,29,434,28,Female,2,44028,19,10.8,87699,1
126063,0,0.080361738,39,0,0.329374697,4125,6,0,1,0,2,681,Google Pixel 5,Android,307,6.1,2105,76,1111,25,Female,4,45028,19.1,10.9,18735,0
116750,0,0.303207475,47,0,0.749487855,3416,8,0,1,0,1,82,iPhone 12,iOS,172,2.8,1035,22,549,41,Male,2,64240,11.7,8.1,240247,1
84175,0,0.9999999,28,0,0.072665595,5600,2,0,0,0,0,474,iPhone 12,iOS,289,5,1625,45,687,29,Male,3,43425,12.9,7.5,18969,1
95513,0,0,60,0,31,,1,0,0,0,0,468,Google Pixel 5,Android,238,4,1414,47,661,41,Female,3,64231,9.7,6.3,3077,1
41321,0,0.878243513,34,1,0.017568919,7000,2,3,0,0,2,425,OnePlus 9,Android,201,5,1482,59,709,24,Male,3,56484,13.8,3.9,2078,1
141628,0,0.01223068,88,1,0.300155521,1285,7,0,0,0,0,689,Google Pixel 5,Android,261,4.9,1589,56,824,52,Female,3,36641,23.6,10.5,17359,0
19551,0,0.076573161,52,0,0.38660793,5674,9,0,2,0,4,204,Google Pixel 5,Android,69,1.6,463,16,146,27,Male,1,57533,15,5.9,29340,1
98151,0,0.087353786,57,1,0.103953518,7916,12,0,0,0,1,583,iPhone 12,iOS,191,5.7,1414,53,991,19,Female,3,51376,19.3,11.3,344876,0
114176,0,0.000101,47,0,0.104779044,5000,5,0,0,0,1,387,OnePlus 9,Android,98,2,925,32,457,28,Male,2,41394,13.7,6.6,5799,1
118243,0,0.533010152,50,0,0.388755571,8750,4,0,1,0,4,98,OnePlus 9,Android,516,12,2406,82,1968,28,Female,5,46164,16,8.2,59103,1
64406,0,0.797721515,50,0,0.476196215,8296,13,0,0,0,5,345,iPhone 12,iOS,256,5.8,1309,52,840,43,Male,3,41215,12.5,1.3,662,1
81350,0,0.230324857,54,0,0.333408364,22212,16,0,8,0,1,208,Google Pixel 5,Android,163,3.1,620,21,419,23,Male,2,41632,17.8,8.4,28164,1
141784,0,0.074281389,46,1,0.099254681,5500,6,0,0,0,0,514,OnePlus 9,Android,110,3.4,975,31,507,57,Female,2,40569,16.1,5.5,20291,1
15478,0,0.285477403,69,2,855,,9,0,0,1,1,636,Samsung Galaxy S21,Android,96,3.4,1198,39,401,48,Female,2,51802,10.8,2,7274,1
139496,0,0.211102968,53,1,0.275092937,7800,7,0,1,0,0,586,OnePlus 9,Android,149,3.1,1191,28,563,29,Male,2,49786,17.2,7.4,10025,1
59826,0,0.015596881,33,0,0.278509768,2200,7,0,0,0,1,166,Xiaomi Mi 11,Android,540,8.4,2993,98,1540,49,Female,5,52038,12.8,3.5,15929,0
121182,0,0.856215645,52,0,0.648848327,2300,2,0,0,0,0,22,OnePlus 9,Android,576,11.6,2803,82,1553,43,Female,5,29942,21.4,9,6262,0
31959,0,0.9999999,50,0,0.098334401,9365,7,0,1,0,0,154,OnePlus 9,Android,329,7.5,2277,72,1185,27,Female,4,36458,18.3,5.3,1121,1
93011,0,0.161742314,78,0,0.089535262,6153,20,0,0,0,0,439,OnePlus 9,Android,105,3,728,24,343,52,Female,2,64231,9.7,6.3,3077,1
111140,0,0.9999999,29,0,0.1828,4999,6,1,0,0,0,295,Samsung Galaxy S21,Android,580,8.5,2660,87,1795,52,Male,5,32122,26,12.6,3020,0
66542,0,0.015485272,63,0,97,,11,0,0,0,0,219,iPhone 12,iOS,499,9.6,2873,81,1805,52,Female,5,57965,12.7,4.3,33104,1
148516,0,0.136891134,56,0,18.0830227,2950,11,0,1,0,1,669,iPhone 12,iOS,170,2.4,1039,38,334,23,Male,2,49775,25.8,4.3,23605,1
42620,0,0.074800186,57,0,0.511329916,7413,8,0,1,0,0,495,Samsung Galaxy S21,Android,107,2.5,1176,24,545,29,Female,2,36681,17.7,3.9,1411,1
53396,0,0.314212233,60,3,0.341100858,27850,24,0,3,0,2,230,Samsung Galaxy S21,Android,360,7.3,1946,79,1164,50,Male,4,41710,19.2,8.9,4730,0
18444,0,0.660818713,24,0,0.027039309,4400,3,0,0,0,0,20,iPhone 12,iOS,577,8.5,2774,89,2192,29,Female,5,47014,14.3,5.4,8313,1
41498,0,0.006579864,52,1,0.277521812,10200,18,0,1,0,0,553,iPhone 12,iOS,173,3.8,605,23,583,32,Male,2,52149,11.1,5,7573,1
75556,0,0.904004571,40,0,0.455777921,7744,7,0,1,0,0,148,Xiaomi Mi 11,Android,52,1.6,385,19,234,24,Male,1,42826,15.9,6.1,6567,1
137623,0,0.054066617,44,1,0.36601191,11250,9,0,2,0,2,108,Google Pixel 5,Android,54,1.4,403,17,278,23,Female,1,54659,14.6,5.7,277349,1
123439,0,0.245076526,35,0,0.903108526,5500,9,0,3,0,0,403,iPhone 12,iOS,411,7.4,1960,71,1264,40,Male,4,65254,8.2,2.3,49375,1
109924,0,0.278286872,73,0,816,,9,0,1,0,0,596,OnePlus 9,Android,512,10.5,2538,82,1694,41,Male,5,93623,8,6.7,387006,1
146115,0,0,48,1,0.560394784,11043,7,0,3,0,3,483,iPhone 12,iOS,549,11.1,2851,87,1814,56,Male,5,41912,18.9,8.5,15980,0
52135,0,0.472065237,48,0,0.079131553,7000,5,0,0,0,1,367,Xiaomi Mi 11,Android,516,11.6,2464,82,1767,29,Female,5,61627,8.3,1.8,18867,1
3801,0,0.23998868,78,0,1861,,8,0,1,0,0,414,iPhone 12,iOS,270,5,1532,51,957,35,Male,3,51811,10.9,3.1,2350,1
20232,0,0.536951089,23,0,0.043956044,1000,4,0,0,0,0,309,iPhone 12,iOS,285,5.1,1226,57,666,20,Female,3,34448,22.7,11.2,3544,0
58149,0,0.045128473,82,0,30,,3,0,0,0,0,134,Samsung Galaxy S21,Android,79,1,313,18,139,42,Male,1,34982,20.1,9,4459,1
15201,0,0,64,0,1451,,12,0,1,0,2,283,iPhone 12,iOS,386,7.7,2114,72,1209,51,Male,4,52186,19.3,5.1,75314,1
99846,0,0.783875453,56,1,1.030062394,3525,8,0,1,0,0,73,Google Pixel 5,Android,457,6.3,2347,66,1082,22,Male,4,54761,14.3,3.8,4422,0
143071,0,0.021283203,90,0,0.208604731,5833,4,0,1,0,0,481,iPhone 12,iOS,155,2.4,954,39,441,51,Male,2,31835,26.2,13.8,6457,1
5520,0,0.220620588,55,0,0.419464008,10932,18,0,2,0,0,352,Google Pixel 5,Android,60,1.5,593,14,281,35,Female,1,33294,21.6,10.2,3955,1
63596,0,0.192645262,61,0,51,,7,0,0,0,0,560,OnePlus 9,Android,553,11.6,2914,81,1860,47,Male,5,39858,20.2,11.5,16962,0
81644,0,0.004918653,39,1,0.000833194,6000,2,0,0,0,3,326,OnePlus 9,Android,203,4.3,1554,54,638,25,Female,3,39930,21.2,8.3,46331,1
118460,0,0.741358524,67,0,0.45695643,9501,20,0,1,0,0,443,Google Pixel 5,Android,66,1.1,505,17,218,33,Male,1,50539,14.2,7.8,10856,1
42903,0,638,35,0,0.972864896,3500,9,0,2,0,2,100,OnePlus 9,Android,225,5.5,1526,44,875,50,Female,3,38312,17.4,13.1,43486,0
13313,0,0.013825421,52,0,0.363116966,6300,11,0,1,0,0,59,Xiaomi Mi 11,Android,428,7,2306,75,1144,22,Male,4,28961,33.1,19.8,8382,0
84234,0,0.9999999,39,0,0.121151539,2500,2,0,0,0,0,508,Xiaomi Mi 11,Android,33,2,318,11,173,42,Female,1,47089,8.9,3.2,2819,1
30459,0,0.750067566,46,0,0.35417843,7083,14,0,1,0,0,258,Xiaomi Mi 11,Android,272,5,1655,45,686,19,Female,3,55769,9.6,1.3,1786,1
14300,0,0.223170134,46,0,0.55782235,8724,11,0,2,0,2,413,OnePlus 9,Android,257,5.1,1692,46,769,52,Female,3,72794,13.7,3,4766,1
30306,0,0.019322269,73,0,0.004666045,7500,4,0,0,0,0,452,OnePlus 9,Android,591,11.8,2953,92,1903,52,Male,5,15860,53,17.4,9713,0
79913,0,0.896777171,64,1,0.480755729,15666,15,0,2,0,0,65,Samsung Galaxy S21,Android,459,7,1982,67,1091,43,Male,4,48729,17.6,11.5,27767,0
63299,0,0.121637871,64,0,0.351026649,4577,7,0,1,0,0,595,Xiaomi Mi 11,Android,447,6.3,1959,63,1441,48,Male,4,47280,16.3,8.2,43199,1
2299,0,0.025931605,68,0,1480,,3,1,1,0,0,154,OnePlus 9,Android,329,7.5,2277,72,1185,27,Female,4,95828,5.8,7.6,45249,1
45889,0,0.385929831,47,0,0.153177621,5522,7,0,0,0,1,266,Xiaomi Mi 11,Android,563,8.4,2849,85,1508,25,Male,5,60711,11.1,6.5,66369,1
107869,0,0.995846473,30,0,0.263984766,4200,8,0,0,0,2,79,Samsung Galaxy S21,Android,78,1.8,333,17,138,51,Female,1,34536,20.5,4.4,3228,1
41069,0,0.06838933,49,0,0.244917715,11362,14,0,1,0,2,315,iPhone 12,iOS,281,4.9,1566,59,632,29,Male,3,39271,17.1,11.9,437,1
64716,0,0.065348923,68,0,0.024223703,6150,8,0,0,0,0,662,Xiaomi Mi 11,Android,138,3.1,947,29,545,48,Male,2,45932,22.2,6.5,86629,1
1698,0,0.328573722,66,1,0.293398759,10800,17,0,2,0,1,560,OnePlus 9,Android,553,11.6,2914,81,1860,47,Male,5,41703,23.7,12.4,28088,0
1609,0,0.918342055,33,0,0.270289344,2833,4,1,0,2,0,248,Google Pixel 5,Android,314,6.2,2205,63,1066,19,Male,4,34336,26.9,14.7,8026,0
61512,0,0.321414503,56,1,0.922792987,3250,10,0,2,0,0,610,iPhone 12,iOS,551,8.5,2927,92,1901,51,Male,5,56877,10.6,5.5,44424,0
102449,0,0.835282691,63,0,0.436689874,17666,16,0,2,1,4,414,iPhone 12,iOS,270,5,1532,51,957,35,Male,3,54296,14.6,7.7,79447,1
131892,0,0.219153068,63,2,0.860140955,6384,13,0,3,0,0,25,OnePlus 9,Android,216,4,1711,59,748,58,Male,3,49600,15.9,2.8,1826,1
117871,0,0.501329541,71,0,0.442234246,6283,4,0,2,0,0,284,Google Pixel 5,Android,49,1.3,542,16,169,54,Female,1,63726,11.4,5.9,33513,1
13916,0,0.265684383,40,0,0.326010707,5416,14,0,0,0,0,449,Samsung Galaxy S21,Android,152,3,617,22,306,22,Female,2,27620,27.2,10,1339,1
142830,0,0.123659893,54,0,0.032494584,6000,4,0,0,0,0,301,Xiaomi Mi 11,Android,420,6.5,2113,65,1314,35,Male,4,42302,21.2,7,10451,1
11555,0,0.875601629,37,1,0.842840512,858,6,0,0,0,0,68,Xiaomi Mi 11,Android,134,4,773,35,449,28,Female,2,44928,12.9,5.1,10050,0
122469,0,0.290157743,29,1,0.009665428,4034,3,0,0,2,0,7,Samsung Galaxy S21,Android,350,7.3,1802,66,1054,21,Female,4,58801,10,5.4,69233,0
48749,0,0.011745027,58,0,10,,8,0,0,0,,137,Samsung Galaxy S21,Android,66,1.7,375,16,216,39,Male,1,48353,15.3,6.4,6507,1
22205,0,0.013805172,62,0,0.270954841,6000,15,0,3,0,0,164,iPhone 12,iOS,32,2,469,18,139,22,Male,1,46745,22.3,10.6,140338,1
143544,0,0.330186047,52,0,0.390956326,7120,25,0,1,0,1,83,Xiaomi Mi 11,Android,330,7.2,2363,77,1133,21,Female,4,64240,11.7,8.1,240247,1
29849,0,0.007829819,72,0,81,,6,0,0,0,,650,Xiaomi Mi 11,Android,186,5.4,1627,58,790,31,Female,3,44396,13.7,8.1,18580,1
144729,0,0.124996489,40,0,0.751022263,2200,6,0,1,0,2,420,iPhone 12,iOS,83,1.4,454,11,228,46,Male,1,38094,20.1,8.1,10832,1
131278,1,0.805534204,57,0,0.342270771,3020,13,1,1,0,0,73,Google Pixel 5,Android,457,6.3,2347,66,1082,22,Male,4,53099,8.4,5.5,20476,0
65480,0,0,77,0,0.269857969,1900,9,0,0,0,0,237,Samsung Galaxy S21,Android,524,8.9,2549,88,1730,20,Female,5,36899,17.8,7.2,2243,0
74702,0,0.9999999,48,0,69,,0,1,0,0,0,46,Xiaomi Mi 11,Android,502,10.9,2476,96,1935,39,Male,5,51993,11.7,7,16096,1
121480,0,0.565886823,49,0,0.653925316,3400,6,0,1,2,0,618,Google Pixel 5,Android,225,5.6,1388,55,965,36,Female,3,50013,12,3.3,4562,1
51405,0,0.9999999,54,0,0,3416,1,0,0,0,0,262,iPhone 12,iOS,334,6.6,2394,68,1227,46,Female,4,43288,13.3,5.4,9444,0
32506,0,0.089200909,52,1,0.132339967,10200,7,0,1,0,2,176,Google Pixel 5,Android,279,5.2,1660,47,629,50,Female,3,40770,21.1,8.4,3938,1
43743,0,0.025887011,82,1,0.016198704,925,1,0,0,0,0,166,Xiaomi Mi 11,Android,540,8.4,2993,98,1540,49,Female,5,37067,21.4,9.3,5678,0
4445,0,0.095245924,41,0,1908,,14,0,1,0,0,657,Google Pixel 5,Android,262,5.6,1489,59,628,54,Female,3,60088,10.4,4.1,11941,1
